Page,Id,Number of Friends,Friends,Friends,Number of Games,Games
78,CptTall,437,"['76561198366085722', 'MedAzizTousli', 'foyiik', '76561198311281182', 'Staniecky', '76561198114749076', '76561199076303670', '76561198072749049', '76561198077116396', 'ghazibenhassen', 'spraky99', 'MRTsuka6', '76561198137968433', 'Ad1tza', '76561197963120421', '76561199120005708', 'adm1ralh1pp3r', '76561198012847660', 'bqzer69', '76561198899807025', '76561198936611298', '76561198011350045', 'eyeaglesk', '76561198214598015', '76561198982070851', '76561198123137856', '76561198082139075', 'Aymentba', 'ibra2k02', 'ItzJhon00', '76561198974271286', '76561198413652668', 'Kreizler', '76561199487163364', 'ihebiheb156', '76561198868585369', 'MK_47', '76561198085178207', 'fakerishere', '76561199208916448', '76561198004731049', '76561197992559181', 'jova_91', '76561198123441314', 'OnlyAla', '76561198060698970', '76561198159117504', 'itzToRBaGa', 'Kalifa22', 'valentino3015', 'VegardEngum', 'Vodkaweeb', 'Yossofo', 'ZaicoXD', 'zikalol', '76561198397951901', 'TicuPicu288', 'lucifertn', '76561199060760651', 'Toriic007', 'Volcanotn', '76561198414856241', 'Bayromest', '76561198338231693', 'Nextphoenixyoutube8', '3omda69', '7awli_MCHRML', '76561198874286103', '76561199046293864', 'strange_57321', 'charmquarkk', 'niggas-iffy-uh', 'itzala01', '76561199384104597', 'gamer2a2d', 'acefly', 'AchrafMGamer', '76561198169458430', 'Aiden_335', '3isa3layhielsalem', '795641', 'AnasBeast', '76561198797876840', 'tuto2019', '76561198076141973', 'AryoTV', '76561198355140152', 'aymenamiri', '76561198838058160', '76561198886742707', 'AyoubL2R', 'Andredanger123', 'AzRaiL01', '76561198035523670', '76561198864286292', '76561199070035026', '76561198351133858', 'deathbeatzbr', '76561198826487334', '76561198798182258', 'hamafe', '2035670265423', 'biglebomb', '76561198827913892', '76561198427059829', '76561198203188149', '76561198103017929', 'BlackWarrXTN', 'blankitlowel', 'blmousiba', 'boboadamu', '76561198052894224', '76561198362173895', 'Bordabazdmeg', '76561198428369002', '76561198801469404', '76561198390487492', 'RaKaynFusion', '76561199184704486', 'Mar0veN', 'Cashewzx', 'Zanim', 'zSNEAKYZ', '76561198448469136', 'nopesmiyarf1', '76561198423217979', 'Yecine6969', 'CmpeYasser', 'cocorendan', '_Coolius', '76561199198363003', '76561198316309450', 'CptTall_2', 'nahoule', 'cyborg_abs2', '76561198972485249', 'DalDouulaHome', '76561199059103686', 'mrseif94', '76561198384250405', 'simonjegay', 'delusionnnn', '76561199114292713', '0fficialDerekZTv', '76561199047756169', 'Diaye', '498498645694', 'Djapa4', '76561199003261926', '76561199026254620', 'bahroun', 'Dracowar', 'dunklamike', '76561198254754400', '76561198069891751', '76561198176532649', '76561198122565673', '76561199035618830', '3nel', '__dhafer__', 'ephesus92', '76561198365272469', 'DitRix4Chix', 'xXF4RESXx', 'FaresBenthamer', 'MeFasTDucK', '76561198451611664', '76561198394391434', 'LeFenix', 'f3noxx', '76561198831378873', '76561198879568285', 'firenov', 'sqgfsqgsgqgqgq', 'flexyysenor', 'BaraKeti', 'xxxpornxxxiii', 'mlocke43', '76561198312353587', 'Frostvs', 'Darwinwatterson030', '76561198805170717', '76561198199153481', '76561198966807716', '76561198189345522', 'frazao19', 'GARBAA69', '76561198347140623', '76561198057162931', 'tahersaadallah', '76561198219019747', 'UC-GH0ST3X', '76561198799682174', '76561198211843005', '76561198156685073', 'gxbibo', '76561199006794701', '76561199032914099', '76561199199633073', 'rv091999', 'ThatGuyHaZe', 'HB973', 'gozinn', '76561198446758438', '76561198830979757', 'HeyItzWerty', 'rabighighi', 'ahmedha', '76561199013496616', '76561198982810552', '76561198829231830', 'imadica1', '76561198069934291', 'iANAScc', 'Icaruz60', '76561198983307972', '76561198124281294', '76561198330177836', 'iharikou', '76561198276411587', 'JDOULAAAAAAAAAA', '76561198354450330', '76561198970698332', 'mk9066', '76561198047695473', 'DJHSee', 'ogzbirinci', 'khairedinnekharba9lou', '76561198304292772', '76561198340001240', '76561197977396822', '76561198256495936', 'Vegasindahouse', 'iffintree2', 'keithas', 'meltme2', 'KEOPAX', 'OfficialKeplar', '76561198323273336', '76561198014809840', 'kikmen18', 'Kilersse', 'knda444', '76561197971719409', 'fhgfhggfhfhffhfhgfgfh', 'Shesluns', '76561198311695945', '76561198187452505', 'labriki', 'adgdfhdfh', 'Riicky1', '76561199046240583', 'Protoycs_JeickJaick', 'Nice_324', '76561198803351673', 'LkDeaDFTW', '76561198119958977', 'x_uchiha_x', '76561198302341906', 'wantedsound', 'wolfex88', 'azizmakla', '76561199075388482', '76561198271646520', '76561198419553615', 'MaxTheSafy', '76561198177930762', 'wpslele', '76561198971592010', '76561198933503848', '76561198425827332', 'mlhcnbb7', '76561198020807134', '76561198143216514', '76561198142361181', 'MrMistaGav', 'mnadhem666', 'mnadhem', 'ahmeed_', '76561198111899257', 'lil-pimp1337', 'Mordoxo', 'Mouadh_Hallem', '76561198096989081', 'Mouraad', 'moustach_dz', '76561198281284546', 'MrPrecise', 'Lulunas', 'Gluox', 'mu57b3h4xx', 'itsn4rk', 'N4DID', '76561197997442703', '76561198839921866', 'Assabz', 'xgon55', '76561198318366341', 'csnexel', '76561198904506865', '76561198103723055', '76561198977450975', 'nxo001', '76561198863334939', 'olf399', 'OussaBK', '76561198126053245', '76561198117447403', 'siempie90', 'andh92', 'Pluzas', '76561198272847931', '76561198307467052', 'burblesh', '76561198144303175', '76561198882443473', 'D3nixxx', 'raiz0tsky', 'RumbleRamy', '76561198323083668', 'bah127', 'LxrdEnnvy', '76561198071794804', '696558808', '76561198138497086', '76561198377408162', '76561198092275091', '76561198331491835', '76561198834737284', 'DieuIsDead', 'gameasop', 'The_Yakou', '76561198394629085', '76561198243833430', 'primarchsanguinius', 'yassouu', 'sayain99', 'Scost', 'nidhaloo', '76561198142006897', '76561198218199167', '76561198291255081', 'BouzayenLOL', 'sfnx9', 'ShiniGamiiRYK', 'shricz', 'aurrsitoh', '76561199229418563', '76561199011561702', '76561199029240683', '76561198391974478', 'Cureedns', 'slivertn', 'dal2ii', 'ssneakyy1', 'sooll', '76561199136067810', 'crist-pz', 'robo_n1x', 'DanyManCZ', '76561198899793717', '76561198152781330', '76561198286274474', 'IyedIsHere', 'Swiici', '76561198135313242', 'KKrvk', 'its-taka', '76561198303105168', '76561198430046803', '76561199027940247', 'ToxicR3D', '89489481561878945198789451', 'NewtellaAWP', 'The_BLaCk_NeOnorr', '76561198167740009', 'medmtibaa1', '76561198379773834', 'Tooilluminati', 'Ayzourou', '76561198997207849', 'mk9069', 'deusteamtot', '76561199187006434', 'elparadox', 'suicidahelp', 'TDIengine', '76561198345147680', 'usmanwaseem123', '76561198005208579', '76561198111357244', '76561198117319519', '76561198346028819', '76561198272609379', 'raiz0isGOD', 'wa33l', '76561198045772861', '76561198185311667', '16453534', 'carbsgamer', '76561198153816299', '76561198168245779', '76561198420858510', '76561199062554929', '76561198992993824', '76561198953780031', '76561198879060001', 'zgfff', 'Zhersi', 'Akaziggy', '76561199001368565', 'zmix2k', '76561198406459846', 'zoowixx', '76561198123847950', '76561198261499277', '76561198199546794', '__KEVIN__', 'bomberissimo', '76561198018343074', 'bkdesigner94', '76561198232429408', '5982046432', '76561198262648748', '76561198804510062', '360barspin', 'DeR_RaEuBeR', 'yosrinas', 'degradiryu_kak_mogy', 'Devilisking', 'rape42069', '76561198015678003', '76561198087135578', '76561198209621023', 'anesabbadi', 'TheNoLAAG', '76561198387879053']",0,[]
78,76561198127545145,13,"['76561198449213933', 'Rogersteamwork', '76561198127545358', '76561198339323545', '76561198163759499', '76561198393511429', '76561198077098619', 'pon4atina_', '76561198182375783', '76561198151853808', '76561198133931463', '76561198109713941', '76561198178712779']",0,[]
78,76561198235987988,61,"['guugsglasses', '76561198821123374', '76561198531907433', '76561198396584135', '76561198865506024', '76561198130265644', '76561198890207321', '76561198334030573', 'gatoantifa', 'camilamatos', '76561198432824470', '76561199175539174', 'brunoboradota', '76561198844393273', '76561198141239521', 'rosadosventos', '76561198875280986', '76561198335893206', '76561198342411022', '76561198828533729', '76561198127426839', '76561198371883488', 'ArthurLewyin', '76561198275620334', '76561198178091795', '76561198440658373', '76561199071938551', 'itaguya', 'LohanPedro', 'martito', '76561199177287327', '76561198849426653', 'Morgadaa', 'pasqualotti', 'L0BsX', 'NikkiMabi', 'NikkiSouls', '76561198284833908', '76561198347342356', '76561198440380769', '76561198051097699', 'Themitindo', '76561198267176494', 'DenerRM', '76561198308932955', 'SamatheSary', 'SuiicideeBoyy', '76561198812767796', 'leolejgwolfcs', 'Eusouumamelanciag', '76561198815226092', '76561198884531995', 'yull14n', 'Zankourin', 'zeftsu', '76561198996549668', 'xjoshfx', 'TomGamer4002', 'HazzardSnake', 'MizuMizuky', '76561198114946423']",0,[]
78,05goiga,2,"['GoigA', 'Kirito_0102']",0,[]
78,alimouse,0,[],0,[]
78,76561198263280425,117,"['coYoteLucas', '7656119918618516', '76561198214686011', 'tuliowendling', 'EduZeraBR', '76561198256943298', 'kNgted', '76561198113382594', 'renanzinhofeio', 'cadoqs', 'pap1to', '76561198013755286', '76561198337689405', '76561198979607396', '76561198202018818', 'iscorpo', 'anndi1', '76561198346435212', 'artur1z', 'Cttassad', '76561198159024600', '76561199007354304', '76561198067329589', 'Asthurias', '76561199173857826', 'bndreborn', 'byouz', 'macaxera', 'akenex1', '76561198074597498', '76561198079984580', '76561197989989533', 'cad0x', '76561198021042084', '76561198875231581', 'DaniMMdo', 'Deniedzera', 'gabzdiasz', 'lupuswild3636', 'lukxplays', '76561198819466224', 'ElpulgaFuerte', 'elttt', 'end-', '76561198323690230', '76561198274000132', 'Mard27', '76561198336906975', 'funkyrj', 'GabrielGuaxinim', '76561199383227879', 'guman2day', 'GustavoEder', '76561199011066909', 'JasoNNNnnnnnn', 'AAAAADASDADASDA', 'mklonetap', 'iaguimm', 'ItaloCardoso', '76561198931604853', 'iaguimmmm', 'laranjo10', 'jogarsemhackefoda', '76561198240287394', 'MAAAAAAAATHH', '76561198085714219', '76561198120553397', 'Rele4se', '76561198881202706', 'midokz', '76561198082602060', '76561198856439187', '76561198201348223', 'namecs', '76561199382984519', 'NCKKKKKLEND', '76561197961520454', 'ouroboros_hunter', 'nkzin1', 'heymaoe', 'npzera00', '76561198380273004', 'paulo4939', '76561198091962000', 'mitan002', '76561198078777633', '76561198326532082', 'mathehh', 'ppolak', 'rayzin', '76561199059303643', '76561198045037214', '76561198246589458', 'leoshooter96', '535icedoom', '76561198397524994', '76561198336640678', 'csantoskw', '76561198356263887', 'iAerials', 'typerei', '76561198311982105', 'V1nnn', 'fernandinhooBeiraMar', 'vulgoPINTO', 'vicanyd1', 'carrerlks', '76561198161815376', '76561198311114786', '76561198873716767', 'zaronax', 'zckg', '76561198119721559', 'muloxzao', 'Ruqao', '76561198146739503', '76561199194879739']",0,[]
78,alicesmithegg,6,"['kriemhildgretchen', 'notmeguca', 'sukaop', 'anecdot', '76561198415928787', '76561198096298043']",0,[]
78,76561199031721150,78,"['76561198376358605', '76561198104902177', '76561199418559042', 'Dokuta', '76561198856832062', '76561199039751520', '76561198960675406', '76561198912138871', '76561198063662412', '76561198995977162', '76561198324465569', '76561199086109519', 'miruxuy12', 'Lionme', 'keyn_93', '76561199211454996', 'pedro_biaz', '76561198214824021', 'pruteanu5marian1199', '76561198064238771', '76561198351932783', 'Laroke', '76561199150111204', '76561198969072287', 'dovendyret_fra_dk', '76561198381940762', '76561198211279441', 'Lukez19', '76561198152742959', '76561198074524288', '76561198958091509', '76561198152986786', 'JowMoraes', '131721539851', 'lordblackanchor', 'voicedacorn252', '76561198404593885', '76561198137324723', '76561198317596407', 'Empa_XD', '76561198333146133', 'AHOMAJIbKA', '76561199112260099', '76561198123993823', '76561198318143175', '76561198128782487', 'dfgdfgdfdgfdfg', '76561198433237845', '76561198843536428', '76561198129047060', 'Godumsleper12312312312', 'Sca25', 'CanaWelder', '76561198105662444', '76561199041425962', '76561198144639949', '76561199108277807', '76561198160168543', '76561198840558990', '76561198112622401', '76561198173954619', '76561198409400592', '76561198192017119', '76561199056730094', '100820001008', '76561198038182767', 'theaverageguy', 'Ben_monks1397', '76561199465974004', 'JopaKyzneca', '76561199071334392', 's7_Savage', '76561199099207359', '76561198978333997', 'ddozegaming', '76561199005856052', '76561198305216452', 'jdanovdjeqms']",0,[]
78,alienc,399,"['76561197964165492', 'RealAlluma', 'CSMisBeast', 'brute_profile', '76561199213519965', 'shyotu', 'sovenysh', '76561198379352889', 'dragon199242', 'WinNytHepOOh', 'mrneddis', '76561198045105786', '76561197994320821', '76561199308774626', 'koozwad', '76561198095474466', '22Rays', '76561198870013438', '76561198364158849', '76561198101194382', '76561198003770209', 'datsmeff', '76561197964480440', '76561198029086760', '7757668fdsfdsffDFFF', '76561198119728567', 'wrathful_eagle', 'eiyusuke', 'DailyIndieGame', '76561198412593248', 'jonasnn', '76561198095242680', '76561198018894717', 'icarusgummyshark', 'Hyzn', '76561198067012912', '76561198031834624', '76561198061659502', '76561198079884274', '76561198027978480', 'buttseks', 'ItsGime', '76561197966229133', 'subspacer', '76561198412925649', 'joeybuijnink', 'Khalaq', 'KryBunny', '76561198074262291', 'liujx1996', 'magpietactics', 'Masta_Fu', 'mazdaspeeding', 'mckorma', '76561198218813604', 'nconnector', 'nubjuckie', '76561197988084344', 'Philz0rz', '76561198859686524', '76561198014825730', 'Ranite', '76561198113822123', 'Morgoth152', '76561198075983854', '76561198368393477', '76561198044173284', '76561197965138382', 'shootinmutant', 'bombitmanbomb', 'Starwaves1', 'TMSuperman', 'yamitenglue', '76561198046201763', '76561198088388166', '76561198298747192', 'yo_serjio', 'memberst', '76561198983029215', 'tersest', 'Sotaeko', '76561198003946780', '76561197985247068', '76561198011937106', 'matr1xneo', '76561198018198555', '76561198318239697', '4N0M4LY3D', 'jackosmacko', '76561197974778291', 'Ryanuktr', '76561198931209847', '76561198273275069', '76561198005760584', 'easytorecall', 'AnRoofPotato', '76561197967794683', '76561198029315285', 'aranwe', 'ArianaGhandi69', '76561198437845498', '76561198016557562', '76561198373756688', '76561198047709141', '76561198079888394', '76561199097823152', '76561198039518899', '76561197968364731', 'BakerSod', 'TheBazlow', '76561197960311540', '76561198112216702', 'Monukai', 'BLACK_NE0N', '76561198053887730', '76561198028957812', '76561198001688551', '76561198033619893', '76561198265549628', 'BubbaGumpShrimp', '76561198009166646', '76561198049696730', 'bunnY1337', 'BunyBreadSlayer', '76561197971893813', 'SweetPotat0es', 'cateIIo', '76561198045720670', 'originalchucknorris', '76561198045345450', '76561198005305550', '76561197969007728', '76561198320682121', '76561198068498979', 'cringassbaby', '76561198036115570', '76561197963709252', 'Cup_Noodle', '76561198299087356', '76561198297273104', '76561197987606344', 'DeluxePineapple', '76561198025609654', '76561198401001385', 'johanneeeeeee', 'DragoonDkoy', 'Dog-NS2', '76561197962134096', 'e-force', 'askietsesu', 'eggmug', 'einexile', 'ericrchapman', 'itsmedicinetime', '76561198069192664', '76561198141507939', 'Extr3mumBR', 'FallAlone', 'fingjab', 'fiveco', '76561197965579470', '76561198034977748', '76561198198788347', '76561198100266281', 'Gaming_Taylor', 'ghostmex', '76561198222100504', '76561198093386316', '76561198304254930', 'diohgzuz', 'Handschuuh', '76561198015267511', 'Ackarn', '76561197996733447', 'Not-Holo', 'hork3r', 'htick', 'Aussietyrant', 'hydra360ci', 'ia14', 'IgorDotNinja', 'ImmortalKing1337', '76561198007000529', '76561197961803774', 'iordanian', 'woothew', 'jack2281996', 'jaejaejaejae', '76561198016233021', 'CelticFC1888EST', 'jamodonnell', 'jashazzard', '76561198023727162', 'rheacchi', '76561198154119682', 'johansf', 'johnoakman', '76561197968797725', '76561197978290112', '76561198079296412', 'RageKingKano', '76561198402642757', 'karsmakers', '76561198020806829', '76561198048133160', '76561198273769588', 'Master_Yin', 'KipTh', '76561198086698255', 'krynetix', '76561198171719425', 'notlarzi', 'laaas', 'LegitGamer1017', 'true_lamb', 'leonardofa', 'LewisLol', '76561198155769746', 'Lorente90', '76561198004270413', 'lucythegray', '76561198077623970', 'Luchingador', 'Lykenstrife', 'maizoku', '76561197970410225', '76561198415561279', 'masondoggstudios', 'steve1992', 'maverikgt500', '76561198829050329', '76561198421359255', '76561198028616319', '76561197993490252', '76561198405086919', 'iammook', '76561197960324656', 'mrdevolver', 'waka7', '76561197964091260', 'msk_angelo', '76561198258344613', 'Noblesse', 'netotolkien', '76561199092029310', 'SquirrelJoe', '76561198954864688', '76561199036328892', 'Polonium-210', '76561198035319761', 'tav7654', 'EvilStormie99', '76561198090317563', '76561198034384452', 'pablotz', '76561198095330857', '76561198202856167', 'Paulo_Brito', '76561198151898154', 'stealyourwife', 'perriegrine', '76561198161697411', '76561198173091962', 'phin_keke', '76561198013520582', '76561197966476297', 'polygonien', '76561198012448973', '76561198046173184', '76561198141693374', 'Duutti', 'TehPyyRo', '76561198017591736', 'Quacky123', 'rampeh', '76561198028573738', '76561198093044678', '76561198128384398', '76561197963068770', 'SlyRevan', '76561198808161722', '76561198119258130', 'anhonestpuck', '76561198027554680', 'gamingspy7', '76561198118540898', 'islapharlots', 'BOOM_YA_DEAD', '76561198015480915', 'samaralii', '5455m473', '76561198195899601', 'SeanZ1', 'Sergeant_DN38416', 'samg2020', 'ShadLuff', 'IhaveKeendreams', 'shodacan', 'TGTriality', '76561198381944430', '76561197964263435', 'barmaleybl', 'SilencMol', 'Flareon53076', '76561198029692311', '76561198068330482', 'SlackerTV', 'link4d', 'slundri', 'smogged', '76561197995597468', 'SneakyAngels', '76561198101095551', '76561198036260355', '76561198947676245', 'SoulJamboree', 'Sovietshark', 'spyhunter31', 'sraaju2000', '76561198067302733', '76561198129673014', '76561198074884490', 'V1TR0-STUDIO', 'Sub_space', '76561198084090867', '76561198081873940', '76561199127431745', '76561198051628732', '76561198114058136', '76561198009013372', '76561197983475909', 'tankmaster077', 'TanoshiiCherry', '76561198364242185', 'Espio0o', 'scienceisreasonenough', 'thebigdawg', 'TheBusinessSteam', '76561198003562681', '76561198365877011', 'TheFacelessLord', '76561199007103338', '76561198258475788', 'rip057', '76561198271076241', '76561198005509746', '76561198811880065', '76561198873312590', 'thunder-bolt', '76561198072706655', 'toranilor', 'junacious', 'travisvegan2323', 'Tryyton', 'ragmaanir', 'tvcontrolsyou', 'Tvujtatalol', 'uncle-chicken', '76561198041968633', '76561198016509507', 'z3cora', 'Verbouc', 'Vitdom', '76561198034608000', '76561198092971387', 'ThomasTheName', 'whatdamath', 'white_king', '76561198035504942', '76561198087004415', 'sexyassman', 'wooza42', '76561198977545065', '76561198077444526', 'ninaoki', '76561199333191091', 'MajorNoobOwnage', '76561198853316763', 'monsterking15', '76561197964384853', '76561198140271102', 'zombabe', 'zombiecat1', 'zratchet', '76561197960329791', '76561198035252712', '76561199033411554', '76561198015414321', '76561197967867954', '76561197962886642', 'starbornone', 'acimto', 'TunaSnax_NG', 'FamousMr', 'fpsbug', 'EmperShadows', '76561198834232758', '76561198023577775', 'GetOffMyProfilee']",0,[]
78,AlienTripe,114,"['deguinha', 'lucas_campiol', '777AXL', '76561198075361310', '76561197977901450', 'patovo15', 'Sovereygn', 'Timezstar', '76561198089982423', '76561198183299471', '76561198949101838', 'tailovskii', 'abel12360', 'AdrGamer', 'brasiowolf', 'alanbrunopg', 'AlienVermelho', '76561198170255501', 'annghell', '76561198019695139', '76561198004119546', 'benditovicio', '2000la', '76561198142738347', '76561198131571522', 'Always43', 'Cabail', 'cannre5', '76561198125650755', '76561198081859449', 'daft5555', '76561198067397855', '76561198142124780', 'dougdiasx', '76561198116926701', 'Dreean', 'JeffersonDV', 'Dzarmy', '76561198095512176', 'marijasz', 'excelenciagamer', 'dracclord', '76561198041487744', '76561198856612560', 'Luuk5324', 'mickplay', '76561198082951149', '76561198009654147', '76561198034488579', '76561198001453450', '76561198070860545', 'NightWing22', '76561198158956039', '76561198204567384', 'nissen2222', '76561199125916547', 'keel_out', 'kosegabr', '76561198142727032', '76561198123204336', 'guhxd07', '76561198123601388', '76561198085627322', '76561198205323604', 'dusrybaihu', '76561198314247594', '76561198146839677', '76561198114616922', '76561198262474743', '76561198078349305', '76561199077002204', '76561198122905604', '76561198042245686', 'mtswill', '76561198432179815', 'drob96', 'nanotek666', 'nimrod-x', 'vaitomasagostoza', 'neonwaifu', 'nosderap', 'Nelson77', 'oxentegente', 'panizza', '76561198151809888', 'gamemoviespro', 'patyberezowski', 'Phanton69', '76561198068595785', '76561198069470799', '76561198208120101', '76561198097045965', 'shadow23498', '76561198170966575', '76561198058862537', 'socramksy', '76561198085512458', 'caiogass', '76561198158650215', '76561198119823501', 'tonykat', '76561198084935942', 'vicioggamer', 'leopadua', 'victopz', 'vndk', '76561198066812074', '76561198312948034', 'luccadias', 'FooxBRz', 'gustavor1232', '76561198155580949', '76561197980691333', 'thepaulochakal']",0,[]
